# Wanna drop some funky stats & graphs? Go to 'www.stratoflights.com/auswertung' 

LOGGER_INFO_BEGIN
{logger_info:{id:3,id_str:'STRATO4 Version 1.0',serial:'',hw_platform:{name:'stratologx-stm32l0',mcu:'ST STM32L072RZT6',vs_major:'1',vs_minor:'0'},sw_version:{major:'1',minor:'0',patch:'0',bt_time:'14:55:14',bt_date:'Jul 16 2021'}}}
LOGGER_INFO_END
CSV_DATA_SECTION_BEGIN
Uptime [s];GNSS: PPS Timestamp [s];GNSS: UTC date time (ISO 8601);GNSS: Fix type (0=no fix, others=fix);GNSS: Latitude [degrees];GNSS: Longitude [degrees];GNSS: Positional dilution of precision;GNSS: Altitude [m] (above Mean Sea Level);GNSS: Ground speed [km/h];GNSS: Satellites in view;GNSS: Altitude [m] (above ellipsoid);Temperature: Board [degC];Temperature: Ext LM75 1 [degC];Temperature: Ext MS8607 1 [degC];Pressure: Ext MS8607 [hPa];Humidity: Ext MS8607 [%];Light Intensity: Clear [lx];Light Intensity: Red [lx];Light Intensity: Green [lx];Light Intensity: Blue [lx];Light Intensity: Infrared [lx];Light Intensity: UVA index [];Volt: Supply Voltage [V];Volt: 3.3V board voltage [V];Volt: Vin1 voltage [V];Volt: Vin2 voltage [V];Volt: Vin3 voltage [V];IO: In 1 State;IO: In 1 Timestamp [s];IO: In 2 State;IO: In 2 Timestamp [s];IO: Out 1 State;IO: Out 1 Timestamp [s];IO: Out 2 State;IO: Out 2 Timestamp [s]
194.908;194.592;2021-08-25T07:13:44.0Z;3;52.0184132;8.5284891;2.2;116.5;0.1;8;162.8;19.3;15.8;15.8;1012.0;70.00;3360;20156;6888;14260;201;0.11;8.96;3.39;0.274;0.474;0.749;1;0.000;1;0.000;0;0.002;0;0.002
196.909;196.600;2021-08-25T07:13:46.0Z;3;52.0184141;8.5284864;2.2;117.3;0.3;8;163.6;19.3;15.8;15.8;1012.1;69.79;13188;1969;23205;12588;22810;0.10;8.95;3.39;0.270;0.471;0.747;1;0.000;1;0.000;0;0.002;0;0.002
198.909;198.608;2021-08-25T07:13:48.0Z;3;52.0184143;8.5284846;2.2;116.6;0.1;8;162.9;19.3;15.8;15.8;1012.2;69.58;7192;3542;3152;24188;16420;0.10;8.94;3.39;0.266;0.472;0.745;1;0.000;1;0.000;0;0.002;0;0.002
200.909;200.615;2021-08-25T07:13:50.0Z;3;52.0184166;8.5284817;2.2;116.7;0.1;8;163.0;19.3;15.8;15.8;1012.1;69.53;6898;19468;3840;1972;19960;0.11;8.93;3.38;0.264;0.471;0.744;1;0.000;1;0.000;0;0.002;0;0.002
202.909;202.621;2021-08-25T07:13:52.0Z;3;52.0184191;8.5284791;2.2;116.6;0.2;8;162.9;19.3;15.8;15.8;1012.2;69.47;1590;16322;1579;1185;19468;0.11;8.93;3.39;0.262;0.471;0.744;1;0.000;1;0.000;0;0.002;0;0.002
204.909;204.627;2021-08-25T07:13:54.0Z;3;52.0184211;8.5284803;2.2;116.4;0.2;8;162.7;19.3;15.8;15.8;1012.1;69.52;13582;17403;24778;11605;21532;0.10;8.93;3.39;0.260;0.469;0.742;1;0.000;1;0.000;0;0.002;0;0.002
206.909;206.633;2021-08-25T07:13:56.0Z;3;52.0184223;8.5284817;2.2;116.2;0.3;8;162.5;19.2;15.7;15.8;1012.1;69.60;5619;10423;13375;24581;14552;0.10;8.94;3.39;0.256;0.468;0.741;1;0.000;1;0.000;0;0.002;0;0.002
208.909;208.639;2021-08-25T07:13:58.0Z;3;52.0184229;8.5284840;2.2;115.6;0.1;8;161.9;19.4;15.8;15.8;1012.1;69.69;10238;4722;22910;5313;15830;0.09;8.94;3.39;0.254;0.468;0.741;1;0.000;1;0.000;0;0.002;0;0.002
210.909;210.647;2021-08-25T07:14:00.0Z;3;52.0184246;8.5284861;2.2;114.6;0.1;8;160.9;19.3;15.8;15.8;1012.1;69.71;21641;21924;7083;16421;11013;0.09;8.94;3.39;0.251;0.467;0.740;1;0.000;1;0.000;0;0.002;0;0.002
212.909;212.655;2021-08-25T07:14:02.0Z;3;52.0184235;8.5284879;2.2;113.5;0.1;8;159.7;19.4;15.8;15.8;1012.1;69.66;23509;3;17405;1381;21729;0.10;8.94;3.39;0.250;0.467;0.738;1;0.000;1;0.000;0;0.002;0;0.002
214.909;214.662;2021-08-25T07:14:04.0Z;3;52.0184228;8.5284876;2.2;112.5;0.1;8;158.8;19.3;15.8;15.8;1012.0;69.51;21642;12979;10033;15832;20844;0.09;8.94;3.39;0.246;0.465;0.739;1;0.000;1;0.000;0;0.002;0;0.002
216.909;216.669;2021-08-25T07:14:06.0Z;3;52.0184235;8.5284881;2.2;111.8;0.1;8;158.1;19.3;15.8;15.8;1012.1;69.28;19873;17304;18585;300;20353;0.10;8.94;3.39;0.243;0.447;0.717;1;0.000;1;0.000;0;0.002;0;0.002
218.911;218.675;2021-08-25T07:14:08.0Z;3;52.0184241;8.5284888;2.2;111.3;0.1;8;157.6;19.4;15.8;15.8;1012.1;68.99;1293;9637;2168;9344;17895;0.10;8.94;3.39;0.242;0.451;0.703;1;0.000;1;0.000;0;0.002;0;0.002
220.929;220.683;2021-08-25T07:14:10.0Z;3;52.0184252;8.5284875;2.2;110.4;0.1;8;156.6;19.3;15.8;15.8;1012.1;68.92;8961;11701;5609;11900;23105;0.10;8.93;3.39;0.236;0.448;0.700;1;0.000;1;0.000;0;0.002;0;0.002
222.930;222.691;2021-08-25T07:14:12.0Z;3;52.0184264;8.5284893;2.2;110.0;0.6;8;156.3;19.3;15.8;15.8;1012.1;68.95;4440;2363;13867;1579;8262;0.11;8.93;3.39;0.229;0.449;0.703;1;0.000;1;0.000;0;0.002;0;0.002
224.930;224.699;2021-08-25T07:14:14.0Z;3;52.0184325;8.5284919;2.2;111.0;0.0;8;157.3;19.4;15.8;15.8;1012.2;69.13;21447;6590;20158;7280;15045;0.11;8.93;3.39;0.224;0.446;0.700;1;0.000;1;0.000;0;0.002;0;0.002
226.930;226.705;2021-08-25T07:14:16.0Z;3;52.0184351;8.5284945;2.2;111.8;0.0;8;158.0;19.4;15.8;15.8;1012.1;69.37;17809;1969;8755;22320;12489;0.11;8.94;3.39;0.218;0.443;0.704;1;0.000;1;0.000;0;0.002;0;0.002
228.931;228.712;2021-08-25T07:14:18.0Z;3;52.0184368;8.5284951;2.9;111.7;0.0;7;158.0;19.3;15.8;15.8;1012.1;69.57;24987;19762;16227;989;24285;0.11;8.94;3.39;0.216;0.442;0.700;1;0.000;1;0.000;0;0.002;0;0.002
230.930;230.721;2021-08-25T07:14:20.0Z;3;52.0184380;8.5284958;2.9;111.4;0.3;7;157.7;19.3;15.8;15.8;1012.1;69.67;18105;18779;14064;23795;1282;0.12;8.93;3.39;0.210;0.442;0.701;1;0.000;1;0.000;0;0.002;0;0.002
232.931;232.728;2021-08-25T07:14:22.0Z;3;52.0184384;8.5284966;2.9;111.0;0.1;7;157.3;19.4;15.8;15.8;1012.1;69.79;13092;10129;1776;12982;17699;0.11;8.92;3.38;0.206;0.439;0.700;1;0.000;1;0.000;0;0.002;0;0.002
234.930;234.735;2021-08-25T07:14:24.0Z;3;52.0184385;8.5284980;2.9;111.0;0.2;7;157.2;19.4;15.8;15.8;1012.0;69.82;1098;1380;12392;1579;7770;0.11;8.94;3.39;0.204;0.438;0.702;1;0.000;1;0.000;0;0.002;0;0.002
236.932;236.742;2021-08-25T07:14:26.0Z;3;52.0184394;8.5284987;2.9;110.7;0.0;7;157.0;19.4;15.8;15.8;1012.2;69.79;20169;10915;5315;15734;17502;0.11;8.93;3.39;0.201;0.437;0.698;1;0.000;1;0.000;0;0.002;0;0.002
238.931;238.750;2021-08-25T07:14:28.0Z;3;52.0184397;8.5284996;2.9;110.0;0.1;7;156.3;19.4;15.8;15.8;1012.0;69.75;11912;11112;2267;11212;21828;0.11;8.94;3.39;0.197;0.435;0.699;1;0.000;1;0.000;0;0.002;0;0.002
240.931;240.757;2021-08-25T07:14:30.0Z;3;52.0184390;8.5285013;2.9;110.0;0.3;7;156.2;19.4;16.0;15.8;1012.1;69.68;15942;7966;20748;1382;24678;0.11;8.93;3.39;0.195;0.437;0.697;1;0.000;1;0.000;0;0.002;0;0.002
242.930;242.764;2021-08-25T07:14:32.0Z;3;52.0184406;8.5285019;2.2;110.5;0.4;8;156.8;19.4;15.8;15.8;1012.2;69.59;508;4525;14555;22419;22024;0.11;8.94;3.39;0.192;0.434;0.697;1;0.000;1;0.000;0;0.002;0;0.002
244.931;244.771;2021-08-25T07:14:34.0Z;3;52.0184403;8.5285011;2.2;110.6;0.1;8;156.9;19.4;15.8;15.8;1012.1;69.52;24691;15634;9050;13277;7377;0.11;8.95;3.39;0.190;0.434;0.699;1;0.000;1;0.000;0;0.002;0;0.002
246.932;246.777;2021-08-25T07:14:36.0Z;3;52.0184427;8.5285015;2.9;111.2;0.0;7;157.4;19.4;15.8;15.8;1012.2;69.41;20661;15142;8067;11507;11015;0.11;8.94;3.39;0.188;0.433;0.696;1;0.000;1;0.000;0;0.002;0;0.002
248.931;248.784;2021-08-25T07:14:38.0Z;3;52.0184461;8.5285013;2.9;111.9;0.0;7;158.2;19.4;15.8;15.8;1012.1;69.32;19088;9539;22714;2758;4920;0.11;8.93;3.39;0.184;0.432;0.699;1;0.000;1;0.000;0;0.002;0;0.002
250.931;250.789;2021-08-25T07:14:40.0Z;3;52.0184472;8.5285016;2.2;112.8;0.1;8;159.1;19.4;15.8;15.9;1012.2;69.20;24102;20549;19372;22124;10425;0.11;8.94;3.39;0.182;0.432;0.696;1;0.000;1;0.000;0;0.002;0;0.002
252.930;252.796;2021-08-25T07:14:42.0Z;3;52.0184518;8.5285018;2.9;113.2;0.1;7;159.4;19.4;15.8;15.8;1012.1;69.13;2574;22515;22125;23205;7181;0.11;8.93;3.39;0.180;0.430;0.696;1;0.000;1;0.000;0;0.002;0;0.002
254.931;254.804;2021-08-25T07:14:44.0Z;3;52.0184593;8.5285016;2.9;114.8;0.2;7;161.0;19.4;16.0;15.9;1012.2;69.12;6506;19074;14457;14358;2364;0.12;8.94;3.39;0.177;0.428;0.695;1;0.000;1;0.000;0;0.002;0;0.002
256.932;256.810;2021-08-25T07:14:46.0Z;3;52.0184610;8.5285021;2.2;117.0;0.8;8;163.3;19.4;15.8;15.8;1012.2;69.13;4834;17403;13179;14555;5804;0.11;8.92;3.39;0.175;0.427;0.693;1;0.000;1;0.000;0;0.002;0;0.002
258.930;258.817;2021-08-25T07:14:48.0Z;3;52.0184617;8.5285024;2.2;118.5;0.3;8;164.8;19.3;15.8;15.8;1012.1;69.13;804;16322;11410;13080;7082;0.11;8.91;3.38;0.172;0.428;0.692;1;0.000;1;0.000;0;0.002;0;0.002
260.932;260.824;2021-08-25T07:14:50.0Z;3;52.0184635;8.5285042;2.2;120.0;0.0;8;166.2;19.4;15.8;15.8;1012.1;69.15;23119;19074;19766;22616;3052;0.11;8.93;3.39;0.174;0.426;0.692;1;0.000;1;0.000;0;0.002;0;0.002
262.930;262.831;2021-08-25T07:14:52.0Z;3;52.0184584;8.5284864;2.2;120.1;7.7;8;166.4;19.4;15.8;15.9;1012.1;69.13;13584;16322;15735;20256;23597;0.11;8.93;3.39;0.169;0.427;0.689;1;0.000;1;0.000;0;0.002;0;0.002
264.932;264.838;2021-08-25T07:14:54.0Z;3;52.0184848;8.5284870;2.2;119.7;0.1;8;166.0;19.6;15.8;15.8;1012.1;69.13;15746;15929;16030;21633;19862;0.11;8.93;3.39;0.167;0.428;0.691;1;0.000;1;0.000;0;0.002;0;0.002
266.930;266.846;2021-08-25T07:14:56.0Z;3;52.0184704;8.5284820;2.2;121.3;0.1;8;167.6;19.4;15.8;15.9;1012.1;69.08;16729;16322;16718;21436;21139;0.11;8.93;3.39;0.167;0.426;0.688;1;0.000;1;0.000;0;0.002;0;0.002
268.930;268.853;2021-08-25T07:14:58.0Z;3;52.0184763;8.5284908;3.1;121.5;5.7;5;167.7;19.4;15.8;15.8;1012.1;68.85;19285;11407;7772;13768;11407;0.11;8.93;3.39;0.163;0.423;0.684;1;0.000;1;0.000;0;0.002;0;0.002
270.932;270.860;2021-08-25T07:15:00.0Z;3;52.0184849;8.5284913;2.2;122.2;0.2;8;168.4;19.6;15.8;15.8;1012.2;68.49;4048;9146;3054;7084;8065;0.11;8.92;3.39;0.160;0.421;0.685;1;0.000;1;0.000;0;0.002;0;0.002
272.930;272.867;2021-08-25T07:15:02.0Z;3;52.0184793;8.5284692;2.2;124.1;0.0;8;170.3;19.7;15.8;15.8;1012.1;68.11;2966;8064;1776;7772;7180;0.11;8.91;3.39;0.156;0.420;0.684;1;0.000;1;0.000;0;0.002;0;0.002
274.932;274.872;2021-08-25T07:15:04.0Z;3;52.0184769;8.5284610;2.2;125.5;0.0;8;171.8;19.6;15.8;15.8;1012.1;68.00;2671;7474;6;5904;6296;0.11;8.94;3.39;0.156;0.420;0.685;1;0.000;1;0.000;0;0.002;0;0.002
276.932;276.879;2021-08-25T07:15:06.0Z;3;52.0184781;8.5284586;2.2;125.9;0.1;8;172.2;19.6;16.0;15.8;1012.1;68.16;20661;6983;24287;3741;5902;0.11;8.91;3.39;0.154;0.420;0.682;1;0.000;1;0.000;0;0.002;0;0.002
278.911;278.886;2021-08-25T07:15:07.0Z;3;52.0184780;8.5284586;2.2;125.9;0.2;8;172.2;19.6;16.0;15.8;1012.0;68.39;12207;10129;5806;9246;7180;0.11;8.94;3.39;0.152;0.417;0.682;1;0.000;1;0.000;0;0.002;0;0.002
280.911;280.892;2021-08-25T07:15:09.0Z;3;52.0184799;8.5284642;2.2;126.2;0.0;8;172.5;19.6;15.7;15.8;1012.1;68.61;20464;1085;15145;20551;1479;0.10;8.94;3.39;0.151;0.416;0.678;1;0.000;1;0.000;0;0.002;0;0.002
282.911;282.899;2021-08-25T07:15:11.0Z;3;52.0184775;8.5284633;2.2;125.7;0.1;8;172.0;19.4;15.8;15.8;1012.1;68.76;6997;7966;3349;8558;5313;0.11;8.92;3.39;0.148;0.418;0.679;1;0.000;1;0.000;0;0.002;0;0.002
284.911;284.906;2021-08-25T07:15:13.0Z;3;52.0184759;8.5284660;2.2;125.5;0.2;8;171.7;19.4;15.8;15.8;1012.1;68.90;12305;5017;21928;301;5313;0.11;8.94;3.39;0.146;0.417;0.676;1;0.000;1;0.000;0;0.002;0;0.002
286.911;285.910;2021-08-25T07:15:15.0Z;3;52.0184724;8.5284683;2.2;124.6;0.1;8;170.8;19.6;15.8;15.8;1012.1;69.09;5915;3051;18192;399;1774;0.11;8.92;3.39;0.144;0.414;0.675;1;0.000;1;0.000;0;0.002;0;0.002
288.911;287.918;2021-08-25T07:15:17.0Z;3;52.0184719;8.5284703;2.2;122.9;0.0;8;169.2;19.4;15.8;15.8;1012.2;69.29;2082;8064;1972;7182;6689;0.11;8.92;3.39;0.142;0.415;0.675;1;0.000;1;0.000;0;0.002;0;0.002
290.911;289.925;2021-08-25T07:15:19.0Z;3;52.0184689;8.5284738;2.2;122.4;0.1;8;168.7;19.6;16.0;15.9;1012.2;69.48;10142;9539;5217;10229;6296;0.11;8.95;3.39;0.140;0.414;0.671;1;0.000;1;0.000;0;0.002;0;0.002
292.913;291.930;2021-08-25T07:15:21.0Z;3;52.0184653;8.5284745;2.2;121.7;0.1;8;168.0;19.6;15.8;15.9;1012.1;69.61;10241;14847;15637;19568;7377;0.11;8.92;3.39;0.137;0.410;0.672;1;0.000;1;0.000;0;0.002;0;0.002
294.913;293.937;2021-08-25T07:15:23.0Z;3;52.0184610;8.5284753;2.2;121.0;0.2;8;167.2;19.6;15.8;15.9;1012.2;69.68;5326;13176;13376;18585;2757;0.11;8.93;3.39;0.137;0.412;0.671;1;0.000;1;0.000;0;0.002;0;0.002
296.913;295.944;2021-08-25T07:15:25.0Z;3;52.0184576;8.5284771;2.2;120.9;0.2;8;167.1;19.6;15.8;15.9;1012.1;69.78;19285;11308;9149;13473;2757;0.11;8.93;3.39;0.134;0.410;0.665;1;0.000;1;0.000;0;0.002;0;0.002
298.913;297.951;2021-08-25T07:15:27.0Z;3;52.0184555;8.5284782;2.2;120.9;0.1;8;167.2;19.6;15.8;15.9;1012.0;69.69;11322;9539;6396;10426;2265;0.11;8.92;3.39;0.133;0.409;0.665;1;0.000;1;0.000;0;0.002;0;0.002
300.913;299.959;2021-08-25T07:15:29.0Z;3;52.0184525;8.5284793;2.2;121.2;0.3;8;167.5;19.6;15.8;15.9;1012.1;69.52;1787;12979;11803;16914;6099;0.11;8.94;3.39;0.129;0.408;0.664;1;0.000;1;0.000;0;0.002;0;0.002
302.913;301.966;2021-08-25T07:15:31.1Z;3;52.0184493;8.5284808;2.2;121.6;0.3;8;167.9;19.6;16.0;15.9;1012.1;69.39;8668;15044;14260;19765;4231;0.11;8.92;3.39;0.128;0.404;0.664;1;0.000;1;0.000;0;0.002;0;0.002
304.913;303.973;2021-08-25T07:15:33.0Z;3;52.0184477;8.5284815;2.2;121.5;0.1;8;167.8;19.6;15.8;15.9;1012.1;69.28;20464;10227;793;399;12685;0.11;8.91;3.39;0.124;0.406;0.662;1;0.000;1;0.000;0;0.002;0;0.002
306.913;305.980;2021-08-25T07:15:35.0Z;3;52.0184481;8.5284829;2.2;121.0;0.2;8;167.3;19.6;15.8;15.9;1012.1;69.24;19088;15830;10820;9738;16617;0.11;8.94;3.39;0.123;0.405;0.660;1;0.000;1;0.000;0;0.002;0;0.002
308.913;307.987;2021-08-25T07:15:37.0Z;3;52.0184483;8.5284835;2.2;120.8;0.0;8;167.1;19.6;15.8;15.9;1012.1;69.34;7192;24087;1284;2168;5116;0.11;8.93;3.39;0.122;0.402;0.657;1;0.000;1;0.000;0;0.002;0;0.002
310.913;309.994;2021-08-25T07:15:39.0Z;3;52.0184489;8.5284844;2.2;120.5;0.0;8;166.7;19.6;16.0;15.9;1012.2;69.34;4048;12881;5118;2168;9441;0.11;8.92;3.39;0.119;0.402;0.658;1;0.000;1;0.000;0;0.002;0;0.002
312.913;312.000;2021-08-25T07:15:41.0Z;3;52.0184494;8.5284878;2.2;120.3;0.1;8;166.5;19.6;15.8;15.9;1012.2;69.45;3065;13864;6101;24680;14946;0.11;8.92;3.39;0.117;0.401;0.655;1;0.000;1;0.000;0;0.002;0;0.002
314.913;314.004;2021-08-25T07:15:43.0Z;3;52.0184493;8.5284917;2.2;120.0;0.1;8;166.3;19.6;16.0;15.9;1012.0;69.54;20660;6885;17799;15144;10424;0.11;8.92;3.39;0.115;0.401;0.653;1;0.000;1;0.000;0;0.002;0;0.002
316.913;316.011;2021-08-25T07:15:45.0Z;3;52.0184499;8.5284932;2.2;119.5;0.1;8;165.8;19.6;16.0;15.9;1012.1;69.64;6210;14552;6691;3446;14356;0.11;8.92;3.39;0.114;0.399;0.651;1;0.000;1;0.000;0;0.002;0;0.002
318.913;318.016;2021-08-25T07:15:47.0Z;3;52.0184495;8.5284943;2.2;118.4;0.0;8;164.7;19.7;16.0;15.9;1012.2;69.83;3065;18681;15637;9738;22024;0.11;8.91;3.38;0.110;0.396;0.651;1;0.000;1;0.000;0;0.002;0;0.002
320.913;320.023;2021-08-25T07:15:49.0Z;3;52.0184503;8.5284954;2.2;117.9;0.0;8;164.2;19.6;15.8;15.9;1012.1;70.23;6112;14061;6888;2070;17601;0.11;8.92;3.38;0.109;0.397;0.649;1;0.000;1;0.000;0;0.002;0;0.002
322.913;322.028;2021-08-25T07:15:51.0Z;3;52.0184508;8.5284967;2.2;117.4;0.0;8;163.7;19.6;16.0;15.9;1012.3;70.42;12109;4;3447;23500;20353;0.11;8.93;3.39;0.106;0.394;0.648;1;0.000;1;0.000;0;0.002;0;0.002
324.913;324.035;2021-08-25T07:15:53.0Z;3;52.0184513;8.5284986;2.2;117.2;0.0;8;163.4;19.6;16.0;15.9;1012.0;70.48;7784;20156;17505;10524;23106;0.11;8.92;3.39;0.105;0.392;0.646;1;0.000;1;0.000;0;0.002;0;0.002
326.913;326.040;2021-08-25T07:15:55.0Z;3;52.0184537;8.5284978;2.2;117.3;0.1;8;163.6;19.4;16.0;15.9;1012.1;70.71;12208;1282;3841;21731;24089;0.11;8.93;3.39;0.103;0.393;0.643;1;0.000;1;0.000;0;0.002;0;0.002
328.913;328.047;2021-08-25T07:15:57.0Z;3;52.0184557;8.5284955;2.2;117.2;0.1;8;163.5;19.7;16.0;15.9;1012.1;70.83;18696;8458;16227;8362;496;0.12;8.93;3.39;0.100;0.392;0.643;1;0.000;1;0.000;0;0.002;0;0.002
330.913;330.052;2021-08-25T07:15:59.0Z;3;52.0184581;8.5284937;2.2;117.4;0.2;8;163.7;19.6;16.0;15.9;1012.1;70.80;17222;19173;892;11704;21042;0.12;8.91;3.38;0.097;0.390;0.639;1;0.000;1;0.000;0;0.002;0;0.002
332.913;332.057;2021-08-25T07:16:01.0Z;3;52.0184592;8.5284934;2.2;117.7;0.2;8;163.9;19.6;15.8;15.9;1012.2;70.84;9456;17600;23108;8558;18682;0.12;8.93;3.39;0.096;0.389;0.641;1;0.000;1;0.000;0;0.002;0;0.002
334.913;334.064;2021-08-25T07:16:03.0Z;3;52.0184600;8.5284925;2.2;117.7;0.1;8;164.0;19.6;16.0;15.9;1012.0;70.84;5622;9638;11115;891;9540;0.12;8.92;3.39;0.094;0.388;0.639;1;0.000;1;0.000;0;0.002;0;0.002
336.913;336.069;2021-08-25T07:16:05.0Z;3;52.0184609;8.5284914;2.2;118.0;0.0;8;164.2;19.7;16.0;15.9;1012.0;70.85;5917;16420;22027;8067;16421;0.12;8.93;3.39;0.092;0.388;0.636;1;0.000;1;0.000;0;0.002;0;0.002
338.913;338.076;2021-08-25T07:16:07.0Z;3;52.0184627;8.5284910;2.2;118.4;0.1;8;164.6;19.7;16.0;15.9;1012.0;70.79;806;22220;4529;13965;22909;0.12;8.92;3.39;0.091;0.385;0.635;1;0.000;1;0.000;0;0.002;0;0.002
340.913;340.084;2021-08-25T07:16:09.0Z;3;52.0184634;8.5284914;2.2;118.8;0.1;8;165.1;19.7;16.0;15.9;1012.1;70.62;5721;22810;6004;16128;22320;0.12;8.92;3.39;0.086;0.385;0.634;1;0.000;1;0.000;0;0.002;0;0.002
342.913;342.091;2021-08-25T07:16:11.0Z;3;52.0184642;8.5284925;2.2;119.3;0.1;8;165.5;19.7;16.0;15.9;1012.1;70.47;3361;22810;5512;14948;24187;0.12;8.93;3.39;0.087;0.383;0.631;1;0.000;1;0.000;0;0.002;0;0.002
344.913;344.098;2021-08-25T07:16:13.0Z;3;52.0184647;8.5284923;2.2;119.6;0.0;8;165.9;19.7;15.8;15.9;1012.0;70.26;7883;24580;6888;16521;23794;0.12;8.93;3.39;0.084;0.383;0.631;1;0.000;1;0.000;0;0.002;0;0.002
346.913;346.105;2021-08-25T07:16:15.0Z;3;52.0184651;8.5284911;2.2;120.2;0.0;8;166.4;19.6;16.0;15.9;1012.2;70.06;12602;299;8953;17602;24384;0.12;8.92;3.39;0.081;0.380;0.629;1;0.000;1;0.000;0;0.002;0;0.002
348.913;348.110;2021-08-25T07:16:17.0Z;3;52.0184652;8.5284905;2.2;120.7;0.2;8;167.0;19.7;15.8;15.9;1012.1;69.87;4934;22810;5807;16030;20747;0.12;8.92;3.39;0.081;0.378;0.626;1;0.000;1;0.000;0;0.002;0;0.002
350.915;350.117;2021-08-25T07:16:19.0Z;3;52.0184641;8.5284888;2.2;121.6;0.4;8;167.8;19.6;15.8;15.9;1011.9;69.73;117;20549;4136;14948;15537;0.12;8.93;3.39;0.080;0.379;0.627;1;0.000;1;0.000;0;0.002;0;0.002
352.915;352.125;2021-08-25T07:16:21.0Z;3;52.0184634;8.5284882;2.2;122.2;0.0;8;168.5;19.7;15.8;15.9;1012.0;69.64;15157;5214;14752;8264;20451;0.12;8.91;3.38;0.076;0.378;0.624;1;0.000;1;0.000;0;0.002;0;0.002
354.915;354.132;2021-08-25T07:16:23.0Z;3;52.0184636;8.5284864;2.2;123.5;0.3;8;169.8;19.7;16.0;15.9;1012.1;69.56;15354;5410;14556;7969;20255;0.11;8.92;3.39;0.075;0.378;0.621;1;0.000;1;0.000;0;0.002;0;0.002
356.915;356.137;2021-08-25T07:16:25.0Z;3;52.0184634;8.5284855;2.2;124.7;0.1;8;170.9;19.7;16.0;15.9;1012.1;69.44;9750;22122;1383;23992;13373;0.11;8.90;3.38;0.071;0.374;0.621;1;0.000;1;0.000;0;0.002;0;0.002
358.915;358.144;2021-08-25T07:16:27.0Z;3;52.0184629;8.5284864;2.2;125.7;0.0;8;172.0;19.7;15.8;15.9;1012.1;69.42;14566;4919;23009;1382;21434;0.11;8.93;3.39;0.070;0.374;0.621;1;0.000;1;0.000;0;0.002;0;0.002
360.915;360.151;2021-08-25T07:16:29.0Z;3;52.0184624;8.5284881;2.2;126.3;0.1;8;172.6;19.7;15.8;15.9;1012.1;69.37;17909;16420;20060;19666;3150;0.11;8.92;3.39;0.067;0.373;0.619;1;0.000;1;0.000;0;0.002;0;0.002
362.915;362.158;2021-08-25T07:16:31.0Z;3;52.0184623;8.5284910;2.2;127.1;0.4;8;173.3;19.7;16.0;15.9;1012.2;69.28;15451;10522;9345;10426;24383;0.11;8.93;3.39;0.067;0.371;0.615;1;0.000;1;0.000;0;0.002;0;0.002
364.915;364.165;2021-08-25T07:16:33.0Z;3;52.0184618;8.5284939;2.2;127.2;0.1;8;173.5;19.7;15.8;15.9;1012.1;69.14;10143;14061;17603;17799;2953;0.11;8.93;3.39;0.065;0.369;0.613;1;0.000;1;0.000;0;0.002;0;0.002
366.915;366.172;2021-08-25T07:16:35.0Z;3;52.0184621;8.5284963;2.2;127.3;0.2;8;173.5;19.7;15.8;15.8;1012.2;69.04;607;11603;13081;14948;24383;0.11;8.92;3.39;0.062;0.370;0.614;1;0.000;1;0.000;0;0.002;0;0.002
368.915;368.178;2021-08-25T07:16:37.0Z;3;52.0184612;8.5284986;2.2;127.0;0.3;8;173.3;19.7;16.0;15.9;1012.0;69.02;1392;10718;11900;21533;5214;0.10;8.92;3.39;0.060;0.367;0.613;1;0.000;1;0.000;0;0.002;0;0.002
370.915;370.185;2021-08-25T07:16:39.0Z;3;52.0184617;8.5285013;2.2;127.2;0.1;8;173.5;19.7;15.8;15.8;1012.1;68.86;2467;3442;4624;21826;20352;0.06;8.92;3.39;0.059;0.366;0.612;1;0.000;1;0.000;0;0.002;0;0.002
372.915;372.192;2021-08-25T07:16:41.0Z;3;52.0184611;8.5285013;2.2;127.1;0.0;8;173.4;19.7;15.8;15.8;1012.1;68.79;12592;5507;8654;3;23989;0.06;8.93;3.39;0.056;0.367;0.610;1;0.000;1;0.000;0;0.002;0;0.002
374.915;374.199;2021-08-25T07:16:43.0Z;3;52.0184605;8.5285002;2.2;127.1;0.4;8;173.4;19.7;15.8;15.9;1012.0;68.93;7186;5015;6885;22612;1675;0.06;8.91;3.39;0.055;0.366;0.609;1;0.000;1;0.000;0;0.002;0;0.002
376.915;376.208;2021-08-25T07:16:45.0Z;3;52.0184599;8.5284996;2.6;127.4;0.2;7;173.6;19.7;15.8;15.8;1012.0;69.09;11805;20842;18779;1477;2559;0.06;8.93;3.39;0.054;0.364;0.608;1;0.000;1;0.000;0;0.002;0;0.002
378.915;378.214;2021-08-25T07:16:47.0Z;3;52.0184634;8.5285002;2.2;128.0;0.1;8;174.2;19.7;15.8;15.9;1012.1;69.23;12298;11110;1970;21040;6000;0.07;8.92;3.39;0.053;0.363;0.602;1;0.000;1;0.000;0;0.002;0;0.002
380.915;380.221;2021-08-25T07:16:49.0Z;3;52.0184653;8.5285016;2.2;128.7;0.2;8;175.0;19.7;16.0;15.9;1012.2;69.32;2468;8259;24383;19271;17501;0.06;8.92;3.39;0.050;0.359;0.601;1;0.000;1;0.000;0;0.002;0;0.002
